Year,Ethnicity,Sex,Cause of Death,Count
2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,90
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,37
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),5
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ATHEROSCLEROSIS,8
2009,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,7
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,61
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,5
2009,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,30
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,55
2009,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,449
2009,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,18
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,83
2009,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),18
2009,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,399
2009,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",12
2009,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7
2009,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,13
2009,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,56
2009,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9
2009,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,11
2009,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9
2009,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,11
2009,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,58
2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,17
2009,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,51
2009,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",14
2009,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,48
2009,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,555
2009,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,26
2009,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,84
2009,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),35
2009,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,508
2009,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,8
2009,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",9
2009,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,10
2009,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,13
2009,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,56
2009,HISPANIC,FEMALE,ALZHEIMERS DISEASE,56
2009,HISPANIC,FEMALE,AORTIC ANEURYSM AND DISSECTION,9
2009,HISPANIC,FEMALE,ASSAULT (HOMICIDE),26
2009,HISPANIC,FEMALE,ATHEROSCLEROSIS,21
2009,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,10
2009,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,154
2009,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,40
2009,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,155
2009,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",30
2009,HISPANIC,FEMALE,DIABETES MELLITUS,215
2009,HISPANIC,FEMALE,DISEASES OF HEART,1349
2009,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,84
2009,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,96
2009,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,216
2009,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),21
2009,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1098
2009,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",35
2009,HISPANIC,FEMALE,PARKINSONS DISEASE,11
2009,HISPANIC,FEMALE,PEPTIC ULCER,9
2009,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",10
2009,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,57
2009,HISPANIC,FEMALE,SEPTICEMIA,29
2009,HISPANIC,FEMALE,SHORT GESTATION/LBW,12
2009,HISPANIC,FEMALE,VIRAL HEPATITIS,48
2009,HISPANIC,MALE,ACCIDENTS EXCEPT DRUG POISONING,170
2009,HISPANIC,MALE,ALZHEIMERS DISEASE,25
2009,HISPANIC,MALE,AORTIC ANEURYSM AND DISSECTION,12
2009,HISPANIC,MALE,ASSAULT (HOMICIDE),106
2009,HISPANIC,MALE,ATHEROSCLEROSIS,10
2009,HISPANIC,MALE,BENIGN AND UNCERTAIN NEOPLASMS,14
2009,HISPANIC,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,15
2009,HISPANIC,MALE,CEREBROVASCULAR DISEASE,143
2009,HISPANIC,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,119
2009,HISPANIC,MALE,CHRONIC LOWER RESPIRATORY DISEASES,111
2009,HISPANIC,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",28
2009,HISPANIC,MALE,DIABETES MELLITUS,172
2009,HISPANIC,MALE,DISEASES OF HEART,1382
2009,HISPANIC,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,77
2009,HISPANIC,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,196
2009,HISPANIC,MALE,INFLUENZA AND PNEUMONIA,183
2009,HISPANIC,MALE,INTENTIONAL SELF-HARM (SUICIDE),72
2009,HISPANIC,MALE,MALIGNANT NEOPLASMS,1180
2009,HISPANIC,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,41
2009,HISPANIC,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",29
2009,HISPANIC,MALE,PARKINSONS DISEASE,16
2009,HISPANIC,MALE,PEPTIC ULCER,10
2009,HISPANIC,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,145
2009,HISPANIC,MALE,SEPTICEMIA,22
2009,HISPANIC,MALE,SHORT GESTATION/LBW,24
2009,HISPANIC,MALE,VIRAL HEPATITIS,94
2009,NON-HISPANIC BLACK,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,71
2009,NON-HISPANIC BLACK,FEMALE,ALZHEIMERS DISEASE,79
2009,NON-HISPANIC BLACK,FEMALE,ANEMIAS,16
2009,NON-HISPANIC BLACK,FEMALE,AORTIC ANEURYSM AND DISSECTION,19
2009,NON-HISPANIC BLACK,FEMALE,ASSAULT (HOMICIDE),29
2009,NON-HISPANIC BLACK,FEMALE,ATHEROSCLEROSIS,30
2009,NON-HISPANIC BLACK,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,35
2009,NON-HISPANIC BLACK,FEMALE,CEREBROVASCULAR DISEASE,245
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,35
2009,NON-HISPANIC BLACK,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,188
2009,NON-HISPANIC BLACK,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",34
2009,NON-HISPANIC BLACK,FEMALE,DIABETES MELLITUS,384
2009,NON-HISPANIC BLACK,FEMALE,DISEASES OF HEART,2535
2009,NON-HISPANIC BLACK,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,227
2009,NON-HISPANIC BLACK,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,208
2009,NON-HISPANIC BLACK,FEMALE,INFLUENZA AND PNEUMONIA,281
2009,NON-HISPANIC BLACK,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17
2009,NON-HISPANIC BLACK,FEMALE,MALIGNANT NEOPLASMS,1736
2009,NON-HISPANIC BLACK,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22
2009,NON-HISPANIC BLACK,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75
2009,NON-HISPANIC BLACK,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",24
2009,NON-HISPANIC BLACK,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,73
2009,NON-HISPANIC BLACK,FEMALE,SEPTICEMIA,46
2009,NON-HISPANIC BLACK,FEMALE,SHORT GESTATION/LBW,26
2009,NON-HISPANIC BLACK,FEMALE,VIRAL HEPATITIS,40
2009,NON-HISPANIC BLACK,MALE,ACCIDENTS EXCEPT DRUG POISONING,134
2009,NON-HISPANIC BLACK,MALE,ALZHEIMERS DISEASE,30
2009,NON-HISPANIC BLACK,MALE,ANEMIAS,18
2009,NON-HISPANIC BLACK,MALE,AORTIC ANEURYSM AND DISSECTION,23
2009,NON-HISPANIC BLACK,MALE,ASSAULT (HOMICIDE),255
2009,NON-HISPANIC BLACK,MALE,ATHEROSCLEROSIS,21
2009,NON-HISPANIC BLACK,MALE,BENIGN AND UNCERTAIN NEOPLASMS,24
2009,NON-HISPANIC BLACK,MALE,CARDIOVASCULAR DISORDERS IN PERINATAL PERIOD,18
2009,NON-HISPANIC BLACK,MALE,CEREBROVASCULAR DISEASE,154
2009,NON-HISPANIC BLACK,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67
2009,NON-HISPANIC BLACK,MALE,CHRONIC LOWER RESPIRATORY DISEASES,147
2009,NON-HISPANIC BLACK,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",43
2009,NON-HISPANIC BLACK,MALE,DIABETES MELLITUS,285
2009,NON-HISPANIC BLACK,MALE,DISEASES OF HEART,2068
2009,NON-HISPANIC BLACK,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,131
2009,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,329
2009,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,207
2009,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),58
2009,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1557
2009,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,49
2009,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",60
2009,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,113
2009,NON-HISPANIC BLACK,MALE,SEPTICEMIA,33
2009,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,31
2009,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,56
2009,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,178
2009,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,205
2009,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,29
2009,NON-HISPANIC WHITE,FEMALE,ASSAULT (HOMICIDE),20
2009,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,73
2009,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,62
2009,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,390
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,59
2009,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,458
2009,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",26
2009,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,229
2009,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,6297
2009,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,215
2009,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,22
2009,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,629
2009,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),58
2009,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3346
2009,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,22
2009,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70
2009,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,34
2009,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,14
2009,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,76
2009,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,62
2009,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,13
2009,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,35
2009,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,281
2009,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,96
2009,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,42
2009,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),38
2009,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,68
2009,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,81
2009,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,227
2009,NON-HISPANIC WHITE,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,17
2009,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,139
2009,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,371
2009,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",49
2009,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,290
2009,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,5168
2009,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,148
2009,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,68
2009,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,555
2009,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),191
2009,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3237
2009,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,64
2009,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",75
2009,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,80
2009,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,33
2009,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,221
2009,NON-HISPANIC WHITE,MALE,SEPTICEMIA,46
2009,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,90
2010,NON-HISPANIC BLACK,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,297
2010,NON-HISPANIC BLACK,MALE,INFLUENZA AND PNEUMONIA,201
2010,NON-HISPANIC BLACK,MALE,INTENTIONAL SELF-HARM (SUICIDE),64
2010,NON-HISPANIC BLACK,MALE,MALIGNANT NEOPLASMS,1540
2010,NON-HISPANIC BLACK,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,50
2010,NON-HISPANIC BLACK,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",70
2010,NON-HISPANIC BLACK,MALE,PEPTIC ULCER,13
2010,NON-HISPANIC BLACK,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,111
2010,NON-HISPANIC BLACK,MALE,SEPTICEMIA,36
2010,NON-HISPANIC BLACK,MALE,SHORT GESTATION/LBW,35
2010,NON-HISPANIC BLACK,MALE,VIRAL HEPATITIS,49
2010,NON-HISPANIC WHITE,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,164
2010,NON-HISPANIC WHITE,FEMALE,ALZHEIMERS DISEASE,247
2010,NON-HISPANIC WHITE,FEMALE,AORTIC ANEURYSM AND DISSECTION,22
2010,NON-HISPANIC WHITE,FEMALE,ATHEROSCLEROSIS,74
2010,NON-HISPANIC WHITE,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,69
2010,NON-HISPANIC WHITE,FEMALE,CEREBROVASCULAR DISEASE,382
2010,NON-HISPANIC WHITE,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,19
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,67
2010,NON-HISPANIC WHITE,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,502
2010,NON-HISPANIC WHITE,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",32
2010,NON-HISPANIC WHITE,FEMALE,DIABETES MELLITUS,258
2010,NON-HISPANIC WHITE,FEMALE,DISEASES OF HEART,5351
2010,NON-HISPANIC WHITE,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,219
2010,NON-HISPANIC WHITE,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,24
2010,NON-HISPANIC WHITE,FEMALE,INFLUENZA AND PNEUMONIA,707
2010,NON-HISPANIC WHITE,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),61
2010,NON-HISPANIC WHITE,FEMALE,MALIGNANT NEOPLASMS,3438
2010,NON-HISPANIC WHITE,FEMALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,16
2010,NON-HISPANIC WHITE,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",90
2010,NON-HISPANIC WHITE,FEMALE,PARKINSONS DISEASE,55
2010,NON-HISPANIC WHITE,FEMALE,PEPTIC ULCER,22
2010,NON-HISPANIC WHITE,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,75
2010,NON-HISPANIC WHITE,FEMALE,SEPTICEMIA,107
2010,NON-HISPANIC WHITE,FEMALE,SHORT GESTATION/LBW,14
2010,NON-HISPANIC WHITE,FEMALE,VIRAL HEPATITIS,32
2010,NON-HISPANIC WHITE,MALE,ACCIDENTS EXCEPT DRUG POISONING,272
2010,NON-HISPANIC WHITE,MALE,ALZHEIMERS DISEASE,94
2010,NON-HISPANIC WHITE,MALE,AORTIC ANEURYSM AND DISSECTION,49
2010,NON-HISPANIC WHITE,MALE,ASSAULT (HOMICIDE),25
2010,NON-HISPANIC WHITE,MALE,ATHEROSCLEROSIS,46
2010,NON-HISPANIC WHITE,MALE,BENIGN AND UNCERTAIN NEOPLASMS,91
2010,NON-HISPANIC WHITE,MALE,CEREBROVASCULAR DISEASE,276
2010,NON-HISPANIC WHITE,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,110
2010,NON-HISPANIC WHITE,MALE,CHRONIC LOWER RESPIRATORY DISEASES,388
2010,NON-HISPANIC WHITE,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",33
2010,NON-HISPANIC WHITE,MALE,DIABETES MELLITUS,245
2010,NON-HISPANIC WHITE,MALE,DISEASES OF HEART,4495
2010,NON-HISPANIC WHITE,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,153
2010,NON-HISPANIC WHITE,MALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,76
2010,NON-HISPANIC WHITE,MALE,INFLUENZA AND PNEUMONIA,614
2010,NON-HISPANIC WHITE,MALE,INTENTIONAL SELF-HARM (SUICIDE),182
2010,NON-HISPANIC WHITE,MALE,MALIGNANT NEOPLASMS,3408
2010,NON-HISPANIC WHITE,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,57
2010,NON-HISPANIC WHITE,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",119
2010,NON-HISPANIC WHITE,MALE,PARKINSONS DISEASE,79
2010,NON-HISPANIC WHITE,MALE,PEPTIC ULCER,19
2010,NON-HISPANIC WHITE,MALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,211
2010,NON-HISPANIC WHITE,MALE,SEPTICEMIA,74
2010,NON-HISPANIC WHITE,MALE,SHORT GESTATION/LBW,14
2010,NON-HISPANIC WHITE,MALE,VIRAL HEPATITIS,82
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,26
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ALZHEIMERS DISEASE,14
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ASSAULT (HOMICIDE),7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,9
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CEREBROVASCULAR DISEASE,89
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,10
2010,ASIAN & PACIFIC ISLANDER,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,28
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DIABETES MELLITUS,51
2010,ASIAN & PACIFIC ISLANDER,FEMALE,DISEASES OF HEART,394
2010,ASIAN & PACIFIC ISLANDER,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,33
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INFLUENZA AND PNEUMONIA,74
2010,ASIAN & PACIFIC ISLANDER,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),17
2010,ASIAN & PACIFIC ISLANDER,FEMALE,MALIGNANT NEOPLASMS,416
2010,ASIAN & PACIFIC ISLANDER,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",15
2010,ASIAN & PACIFIC ISLANDER,FEMALE,SEPTICEMIA,7
2010,ASIAN & PACIFIC ISLANDER,FEMALE,VIRAL HEPATITIS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,ACCIDENTS EXCEPT DRUG POISONING,55
2010,ASIAN & PACIFIC ISLANDER,MALE,ALZHEIMERS DISEASE,9
2010,ASIAN & PACIFIC ISLANDER,MALE,ANEMIAS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,AORTIC ANEURYSM AND DISSECTION,5
2010,ASIAN & PACIFIC ISLANDER,MALE,ASSAULT (HOMICIDE),9
2010,ASIAN & PACIFIC ISLANDER,MALE,ATHEROSCLEROSIS,6
2010,ASIAN & PACIFIC ISLANDER,MALE,BENIGN AND UNCERTAIN NEOPLASMS,7
2010,ASIAN & PACIFIC ISLANDER,MALE,CEREBROVASCULAR DISEASE,83
2010,ASIAN & PACIFIC ISLANDER,MALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,6
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,18
2010,ASIAN & PACIFIC ISLANDER,MALE,CHRONIC LOWER RESPIRATORY DISEASES,61
2010,ASIAN & PACIFIC ISLANDER,MALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",9
2010,ASIAN & PACIFIC ISLANDER,MALE,DIABETES MELLITUS,64
2010,ASIAN & PACIFIC ISLANDER,MALE,DISEASES OF HEART,479
2010,ASIAN & PACIFIC ISLANDER,MALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,30
2010,ASIAN & PACIFIC ISLANDER,MALE,INFLUENZA AND PNEUMONIA,108
2010,ASIAN & PACIFIC ISLANDER,MALE,INTENTIONAL SELF-HARM (SUICIDE),46
2010,ASIAN & PACIFIC ISLANDER,MALE,MALIGNANT NEOPLASMS,527
2010,ASIAN & PACIFIC ISLANDER,MALE,MENTAL DISORDERS DUE TO USE OF ALCOHOL,9
2010,ASIAN & PACIFIC ISLANDER,MALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",11
2010,ASIAN & PACIFIC ISLANDER,MALE,PARKINSONS DISEASE,7
2010,ASIAN & PACIFIC ISLANDER,MALE,SEPTICEMIA,11
2010,ASIAN & PACIFIC ISLANDER,MALE,SHORT GESTATION/LBW,7
2010,ASIAN & PACIFIC ISLANDER,MALE,TUBERCULOSIS,5
2010,ASIAN & PACIFIC ISLANDER,MALE,VIRAL HEPATITIS,14
2010,HISPANIC,FEMALE,ACCIDENTS EXCEPT DRUG POISONING,59
2010,HISPANIC,FEMALE,ALZHEIMERS DISEASE,71
2010,HISPANIC,FEMALE,ASSAULT (HOMICIDE),22
2010,HISPANIC,FEMALE,ATHEROSCLEROSIS,15
2010,HISPANIC,FEMALE,BENIGN AND UNCERTAIN NEOPLASMS,23
2010,HISPANIC,FEMALE,CEREBROVASCULAR DISEASE,168
2010,HISPANIC,FEMALE,CHOLELITHIASIS AND DISORDERS OF GALLBLADDER,10
2010,HISPANIC,FEMALE,CHRONIC LIVER DISEASE AND CIRRHOSIS,49
2010,HISPANIC,FEMALE,CHRONIC LOWER RESPIRATORY DISEASES,156
2010,HISPANIC,FEMALE,"CONGENITAL MALFORMATIONS,DEFORMATIONS",42
2010,HISPANIC,FEMALE,DIABETES MELLITUS,219
2010,HISPANIC,FEMALE,DISEASES OF HEART,1316
2010,HISPANIC,FEMALE,ESSENTIAL HYPERTENSION AND RENAL DISEASES,95
2010,HISPANIC,FEMALE,HUMAN IMMUNODEFICIENCY VIRUS DISEASE,79
2010,HISPANIC,FEMALE,INFLUENZA AND PNEUMONIA,228
2010,HISPANIC,FEMALE,INTENTIONAL SELF-HARM (SUICIDE),27
2010,HISPANIC,FEMALE,MALIGNANT NEOPLASMS,1045
2010,HISPANIC,FEMALE,"NEPHRITIS, NEPHROTIC SYNDROME AND NEPHROSIS",48
2010,HISPANIC,FEMALE,PARKINSONS DISEASE,16
2010,HISPANIC,FEMALE,PEPTIC ULCER,9
2010,HISPANIC,FEMALE,"PREGNANCY, CHILDBIRTH AND THE PUERPERIUM",11
2010,HISPANIC,FEMALE,PSYCH. SUBSTANCE USE & ACCIDENTAL DRUG POISONING,50
2010,HISPANIC,FEMALE,SEPTICEMIA,33
2010,HISPANIC,FEMALE,SHORT GESTATION/LBW,19
2010,HISPANIC,FEMALE,VIRAL HEPATITIS,40
